aa,aa,aaa 0.974
arch,arch,arches 0.999
arch,archer,archers 0.994
arch,archer,archives 0.999
arch,arches,archive 0.999
arch,archival,archives 0.999
arch,archive,archiver 0.999
arch,archive,archives 0.998
archaeolog,archaeologic,archaeology 0.988
archaeolog,archaeological,archaeologist 0.993
archaeolog,archaeological,archaeology 0.985
archaeolog,archaeologist,archaeologists 0.944
archaeolog,archaeologist,archaeology 0.981
archangel,archangel,archangels 0.750
archbishop,archbishop,archbishops 0.944
architect,architect,architects 0.985
architect,architect,architectural 0.976
architect,architect,architecturally 0.998
architect,architect,architecture 0.993
architect,architects,architectural 0.990
architect,architects,architecturally 0.992
architect,architects,architecture 0.989
architect,architectural,architecture 0.993
architect,architecturally,architecture 0.999
architect,architecture,architectures 0.997
ard,arden,ardens 0.971
arden,ardenne,ardennes 0.900
areopagit,areopagite,areopagites 0.500
arg,arg,argent 0.990
arg,argeliers,argens 0.957
argentin,argentina,argentine 0.944
argentin,argentina,argentinian 0.990
argentin,argentine,argentinian 0.981
argu,argue,argued 0.998
argu,argue,argues 0.988
argu,argue,arguing 0.998
argu,argue,argument 0.997
argu,argue,arguments 0.995
argu,argued,argues 0.995
argu,argued,arguing 0.997
argu,argued,argument 0.996
argu,argued,arguments 0.997
argu,argues,arguing 0.993
argu,argues,argumentative 0.994
argu,argues,arguments 0.991
argu,arguing,argument 0.998
argu,arguing,argumentative 0.996
argu,argument,arguments 0.999
argu,argumentative,arguments 0.995
ariadn,ariadne,ariadnes 0.750
aristotl,aristotle,aristotles 0.909
arithmet,arithmetical,arithmetically 0.833
arm,arm,armed 1.000
arm,arm,armor 1.000
arm,arm,arms 0.999
arm,armed,armia 0.999
arm,armed,arming 0.999
arm,armed,armor 0.999
arm,armed,armored 1.000
arm,armed,arms 0.999
arm,armenian,armenians 0.998
arm,armes,arms 1.000
arm,armor,armored 0.997
arm,armor,arms 1.000
arm,armorial,arms 1.000
arm,armory,armorys 0.982
armadillo,armadillo,armadillos 0.800
armo,armour,armoured 0.944
army,armies,army 0.986
army,armies,armys 0.989
army,army,armys 0.988
arn,arn,arns 0.950
arngrim,arngrim,arngrims 0.667
arnold,arnold,arnolds 0.984
arom,aromanian,aromanians 0.889
aronson,aronson,aronsons 0.800
arp,arp,arps 0.944
arrang,arrange,arranging 0.993
arrang,arranged,arrangement 0.998
arrang,arranged,arranger 0.998
arrang,arrangement,arranging 0.998
arrang,arranger,arrangers 0.987
array,array,arrays 0.978
arredondo,arredondo,arredondos 0.500
arrest,arrest,arrested 0.993
arrest,arrest,arresting 0.994
arrest,arrest,arrests 0.995
arrest,arrested,arrests 0.990
arrondiss,arrondissement,arrondissements 0.979
arrow,arrow,arrows 0.938
ars,arse,arses 0.950
ars,arsenal,arsenals 0.986
ars,arsenal,arsene 0.994
arson,arson,arsonist 0.955
art,art,arte 1.000
art,art,artfulness 1.000
art,art,artist 0.998
art,art,artistes 1.000
art,art,artistic 0.999
art,art,artistical 1.000
art,art,artists 0.998
art,art,arts 0.997
art,arte,artist 1.000
art,arte,arts 1.000
art,artificial,artistic 1.000
art,artist,artistic 1.000
art,artist,artists 0.997
art,artist,arts 0.998
art,artistes,artistic 0.999
art,artistes,arts 1.000
art,artistic,artists 1.000
art,artistic,arts 0.999
art,artistry,artists 1.000
art,artists,arts 0.998
artery,arteries,artery 0.857
arth,arthur,arthurian 0.999
arth,arthur,arthurs 0.996
arthropod,arthropoda,arthropods 0.985
artic,article,articles 0.938
artic,article,articulated 1.000
artic,article,articulation 1.000
artic,articulation,articulations 0.988
artiodactyl,artiodactyl,artiodactyla 0.500
arty,artie,arties 0.938
arw,arwen,arwens 0.750
ary,aryan,aryans 0.984
as,as,asa 1.000
as,as,ase 1.000
as,as,asean 1.000
as,as,aseous 1.000
as,as,asi 1.000
as,as,asia 0.997
as,as,asian 0.998
as,as,asians 1.000
as,as,asic 1.000
as,as,asif 1.000
as,as,asing 1.000
as,asan,asar 0.979
as,asia,asian 0.997
as,asia,asians 1.000
as,asia,asif 1.000
as,asian,asians 1.000
asano,asano,asanos 0.667
ascend,ascend,ascending 0.998
ascend,ascender,ascending 0.998
asg,asg,asgs 0.500
asgard,asgard,asgardian 0.875
asgard,asgard,asgardians 0.875
ash,ash,asher 0.996
ashanth,ashanthi,ashanthis 0.500
ashburton,ashburton,ashburtons 0.833
asimov,asimov,asimovs 0.833
ask,ask,asked 0.997
ask,ask,asking 0.997
ask,ask,asks 0.997
ask,asked,asking 0.998
ask,asked,asks 0.997
ask,asking,asks 0.998
aspect,aspect,aspects 0.994
assail,assailant,assailants 0.980
assassin,assassin,assassinating 0.991
assassin,assassin,assassination 0.996
assassin,assassin,assassins 0.989
assassin,assassinate,assassination 0.996
assassin,assassinated,assassination 0.992
assassin,assassinated,assassins 0.987
assassin,assassination,assassins 0.997
assault,assault,assaults 0.993
assembl,assembled,assemblers 0.995
assembl,assembled,assembly 0.999
assert,assert,asserted 0.991
assert,assert,assertion 0.992
assert,assert,assertions 0.991
assert,asserting,asserts 0.986
assert,assertion,assertions 0.989
assess,assess,assessment 0.997
assess,assess,assessments 0.994
assess,assessed,assessment 0.991
assess,assessing,assessors 0.975
assess,assessment,assessments 0.994
asset,asset,assets 0.920
assign,assign,assigned 0.996
assign,assign,assignments 0.995
assign,assigned,assigning 0.997
assign,assigned,assignment 0.997
assign,assigned,assignments 0.996
assign,assigning,assignment 0.992
assign,assignment,assignments 0.994
assist,assist,assistance 0.998
assist,assist,assisting 0.997
assist,assist,assists 0.998
assist,assistance,assistants 0.998
assist,assistance,assisted 0.998
assist,assistance,assisting 0.998
assist,assistance,assistive 0.998
assist,assistant,assistants 0.999
assist,assistant,assisted 0.998
assist,assistant,assisting 0.999
assist,assistants,assisted 0.998
assocy,associate,associated 1.000
assocy,associate,associates 0.999
assocy,associate,association 0.999
assocy,associated,associates 1.000
assocy,associated,association 0.997
assocy,associated,associations 0.999
assocy,associates,association 0.999
assocy,association,associations 0.996
assort,assorted,assortment 0.909
assum,assume,assuming 0.995
assum,assume,assumption 0.996
assum,assume,assumptions 0.995
assum,assumed,assuming 0.998
assum,assumed,assumptions 0.998
assum,assuming,assumptions 0.993
assyr,assyria,assyrian 0.917
ast,astur,asturian 0.989
ast,asturian,asturians 0.987
asteroid,asteroid,asteroids 0.857
astrobiolog,astrobiologist,astrobiology 0.667
astrolog,astrologer,astrologers 0.964
astrolog,astrologer,astrological 0.929
astrolog,astrologer,astrology 0.972
astrolog,astrologers,astrological 0.938
astrolog,astrologers,astrology 0.975
astrolog,astrological,astrology 0.950
astronaut,astronaut,astronauts 0.984
astronom,astronomer,astronomers 0.977
astronom,astronomer,astronomy 0.996
astronom,astronomers,astronomical 0.995
astronom,astronomers,astronomy 0.988
astronom,astronomic,astronomical 0.992
astronom,astronomical,astronomy 0.975
astrophys,astrophysical,astrophysics 0.952
astrophys,astrophysicists,astrophysics 0.952
asymmet,asymmetric,asymmetrical 0.889
at,at,ata 1.000
at,at,ate 1.000
at,at,atelier 1.000
at,at,atene 1.000
at,at,ati 1.000
at,at,ating 1.000
at,at,attention 0.998
at,at,attentions 1.000
at,at,attic 1.000
at,at,attingal 1.000
at,at,atul 1.000
at,at,atum 1.000
at,attention,attentive 1.000
at,attic,attics 0.998
ath,ath,athenian 0.991
ath,atheism,atheist 0.992
ath,atheism,atheistic 0.986
ath,atheism,atheists 0.993
ath,atheist,atheists 0.991
ath,atheistic,atheists 0.992
ath,athenian,athenians 0.990
ath,athenian,athens 0.999
ath,athenians,athens 0.997
athan,athanaric,athanarics 0.750
athlet,athlete,athletes 0.992
athlet,athlete,athletic 0.998
athlet,athlete,athletics 0.979
athlet,athletes,athletic 0.995
athlet,athletes,athletics 0.967
athlet,athletic,athletics 0.984
atol,atoll,atolls 0.938
atom,atom,atomic 0.990
atom,atomic,atoms 0.996
atroph,atrophies,atrophy 0.750
attach,attach,attached 0.998
attach,attached,attaching 0.994
attach,attached,attachment 0.998
attach,attaching,attachment 0.994
attack,attack,attacked 0.992
attack,attack,attacker 0.998
attack,attack,attackers 0.998
attack,attack,attacking 0.996
attack,attack,attacks 0.988
attack,attacked,attacker 0.997
attack,attacked,attacking 0.995
attack,attacked,attacks 0.994
attack,attacker,attackers 0.986
attack,attacker,attacks 0.995
attack,attackers,attacks 0.996
attack,attacking,attacks 0.995
attain,attain,attained 0.995
attempt,attempt,attempted 0.992
attempt,attempt,attempting 0.996
attempt,attempt,attempts 0.992
attempt,attempted,attempting 0.998
attempt,attempted,attempts 0.994
attempt,attempting,attempts 0.994
attend,attend,attended 0.998
attend,attend,attending 0.995
attend,attend,attends 0.998
attend,attendance,attendances 0.995
attend,attendance,attendant 0.998
attend,attendance,attendants 0.998
attend,attendance,attended 0.998
attend,attendance,attendees 0.997
attend,attendances,attended 0.999
attend,attendant,attendants 0.986
attend,attended,attendees 0.999
attend,attended,attending 0.997
attenu,attenuated,attenuation 0.889
attenu,attenuating,attenuation 0.889
attitud,attitude,attitudes 0.965
attorney,attorney,attorneys 0.926
attract,attract,attraction 0.998
attract,attract,attracts 0.994
attract,attraction,attractions 0.997
attract,attractive,attractiveness 0.995
attribut,attribute,attributes 0.991
attribut,attributed,attributing 0.996
atv,atv,atvs 0.833
atwood,atwood,atwoods 0.833
auckland,auckland,aucklands 0.972
auct,auction,auctioned 0.983
aud,audible,audibles 0.984
audit,audit,auditor 0.988
audit,audit,auditors 0.989
audit,audition,auditions 0.994
auditor,auditorium,auditoriums 0.963
audy,audience,audiences 0.976
auerbach,auerbach,auerbachs 0.500
aug,augmentation,augmenters 0.978
august,august,augusta 1.000
august,august,auguste 1.000
august,august,augustus 1.000
august,augusta,augustus 0.993
augustin,augustine,augustinian 0.985
augustin,augustinian,augustinians 0.917
aunt,aunt,aunts 0.921
aur,aurion,auris 0.962
ausson,ausson,aussonne 0.500
aust,australian,australians 0.998
aust,australian,australis 1.000
aust,austrian,austrians 0.997
austin,austin,austinaries 0.993
austin,austin,austins 0.979
australoid,australoid,australoids 0.500
aut,autism,autistic 0.982
auth,authentic,authenticity 0.997
auth,authentic,authorities 1.000
auth,authenticate,authenticity 0.996
auth,authentication,authorization 0.996
auth,authenticity,authority 1.000
auth,author,authored 1.000
auth,author,authority 1.000
auth,author,authorized 1.000
auth,author,authors 0.999
auth,author,authorship 1.000
auth,authorities,authority 0.999
auth,authorities,authoritys 1.000
auth,authority,authoritys 1.000
auth,authority,authorization 1.000
auth,authority,authorized 0.999
auth,authorization,authorize 0.995
auth,authors,authorship 1.000
autoart,autoart,autoarts 0.500
autobiograph,autobiographical,autobiographies 0.987
autobot,autobot,autobots 0.667
autofeath,autofeather,autofeathering 0.500
autograph,autograph,autographs 0.917
autom,automated,automating 0.993
autom,automated,automation 0.995
autom,automatic,automatically 0.998
autom,automatic,automation 0.997
automobl,automobile,automobiles 0.940
autonom,autonomist,autonomy 0.994
autonom,autonomists,autonomy 0.993
autonom,autonomous,autonomy 0.998
autopsy,autopsies,autopsy 0.833
av,avar,avars 0.990
av,average,averages 1.000
av,average,averaging 1.000
av,average,aves 1.000
av,aviv,avivs 0.997
avail,availability,available 0.998
avenu,avenue,avenues 0.981
avert,aversive,aversiveness 0.900
avery,avery,averys 0.947
avocet,avocet,avocets 0.500
avoid,avoid,avoidance 0.997
avoid,avoid,avoiding 0.998
avoid,avoid,avoids 0.997
avoid,avoidance,avoided 0.994
avoid,avoiding,avoids 0.990
avon,avon,avons 0.964
avow,avowal,avowed 0.750
avy,aviaries,aviary 0.929
avy,aviation,aviations 0.998
avy,aviation,aviator 0.995
avy,aviation,aviators 0.997
avy,aviations,aviator 0.986
avy,aviator,aviators 0.991
aw,aware,awareness 0.999
awak,awake,awaken 0.988
award,award,awarded 0.984
award,award,awardee 0.999
award,award,awarding 0.999
award,award,awards 0.966
award,awarded,awardee 0.999
award,awarded,awards 0.991
award,awarding,awards 0.999
ax,ax,axs 0.986
ax,axes,axis 0.996
axl,axl,axle 0.974
axl,axle,axles 0.923
ayr,ayr,ayre 0.975
az,az,aze 0.995
azara,azarae,azaras 0.500
azem,azemar,azemars 0.500
azm,azm,azma 0.750
azo,azo,azos 0.500
aztec,aztec,azteca 0.969
babbl,babbler,babblers 0.750
baby,babies,baby 0.994
baby,babies,babys 0.976
baby,baby,babys 0.994
babylon,babylon,babylonia 0.988
babylon,babylon,babylonian 0.990
babylon,babylonian,babylonians 0.972
bach,bach,bachs 0.984
bach,bache,baches 0.950
back,back,backed 1.000
back,back,backing 1.000
back,back,backs 0.998
back,backed,backing 0.998
backpack,backpack,backpacks 0.750
bacter,bacteria,bacterium 0.926
bad,bad,baden 0.998
bad,bad,badly 1.000
badg,badge,badges 0.986
badg,badger,badgers 0.990
bag,bag,bagged 0.996
bag,bag,bags 0.994
bahrain,bahrain,bahraini 0.950
bail,baila,bailar 0.975
bailey,bailey,baileys 0.976
baird,baird,bairds 0.974
baj,bajan,baje 0.875
bak,bak,baka 0.984
bak,bake,baker 0.999
bak,baker,bakers 0.997
bakery,bakeries,bakery 0.889
bakhit,bakhit,bakhits 0.500
bakka,bakkai,bakkais 0.500
baksh,bakshi,bakshis 0.800
bal,balance,balanced 0.999
bal,balance,balances 0.998
bal,balanced,ball 1.000
bal,balise,balises 0.980
bal,ball,balls 0.999
bal,ball,bally 1.000
bal,ballistic,balls 0.999
balch,balch,balches 0.800
ballet,ballet,ballets 0.920
ballot,ballot,ballots 0.980
ballpark,ballpark,ballparks 0.938
balm,balme,balmes 0.933
balt,baltic,balts 0.981
baluch,baluchi,baluchistan 0.714
bam,bam,bams 0.950
ban,ban,banned 0.999
ban,ban,banner 0.999
ban,banned,banning 0.999
banatsk,banatska,banatski 0.500
band,band,banded 1.000
band,band,bands 0.988
band,banded,bands 0.999
bandit,bandit,bandits 0.955
bang,bangalore,bangor 0.996
bangladesh,bangladesh,bangladeshi 0.982
bangladesh,bangladesh,bangladeshis 0.991
bangladesh,bangladesh,bangladeshs 0.990
bangladesh,bangladeshi,bangladeshs 0.933
bank,bank,banker 0.998
bank,bank,banking 0.996
bank,bank,banks 0.994
bank,banka,banking 0.993
bank,banker,banks 0.998
bank,banking,banks 0.995
bantam,bantam,bantams 0.857
bantamweight,bantamweight,bantamweights 0.800
bao,baoan,baoen 0.750
bapt,baptist,baptists 0.997
bar,bar,bars 0.998
bar,barrister,barristers 0.992
barb,barb,barbed 0.994
barb,barb,barbs 0.988
barb,barbarian,barbarians 0.996
barb,barbed,barbs 0.991
barbecu,barbecue,barbecues 0.900
barbit,barbital,barbiturates 0.500
bard,bardic,bards 0.964
bardo,bardo,bardos 0.500
bargain,bargain,bargaining 0.962
barghout,barghouti,barghoutis 0.500
bariton,baritone,baritones 0.882
bark,barker,barkers 0.994
barn,barnes,barns 0.996
barney,barney,barneys 0.960
barnsley,barnsley,barnsleys 0.889
baron,baron,barons 0.977
baronet,baronet,baronetage 0.891
baronet,baronet,baronets 0.868
baronet,baronetage,baronets 0.906
baronetcy,baronetcies,baronetcy 0.800
barony,baronies,barony 0.955
barrel,barrel,barrels 0.981
barret,barrett,barretts 0.974
barrio,barrio,barrios 0.909
barry,barrier,barriers 0.991
barry,barries,barry 0.997
barry,barry,barrys 0.995
bart,bart,barts 0.978
bartend,bartender,bartenders 0.929
barton,barton,bartons 0.964
bartosz,bartosz,bartosza 0.667
bas,basa,based 0.999
bas,basal,based 1.000
bas,basar,based 1.000
bas,base,based 0.999
bas,base,basement 1.000
bas,base,bases 0.999
bas,base,basic 1.000
bas,based,basement 1.000
bas,based,bases 1.000
bas,based,basic 1.000
bas,based,basically 1.000
bas,based,basinger 1.000
bas,based,basique 1.000
bas,based,basis 0.999
bas,basic,basically 1.000
bas,basic,basics 1.000
bas,basic,basis 0.999
basebal,baseball,baseballs 0.985
basem,baseman,basemen 0.812
basn,basnage,basnages 0.500
basophil,basophilic,basophillic 0.500
basr,basrur,basrurs 0.833
bass,bass,basse 0.999
basset,bassett,bassette 0.958
basset,bassett,bassetts 0.958
bassist,bassist,bassists 0.964
bat,bat,bats 0.998
bat,bat,batted 0.999
bat,bat,batting 0.995
bat,bates,batiste 0.998
bat,bats,batted 0.994
bat,bats,batters 0.995
bat,bats,batting 0.995
bat,battalion,battalions 0.992
bat,batted,batters 0.996
bat,batted,batting 0.991
bat,batters,batting 0.997
bath,bath,bathe 0.997
bath,bath,baths 0.998
bath,bathing,baths 0.990
bathh,bathhouse,bathhouses 0.500
batsm,batsman,batsmen 0.972
battery,batteries,battery 0.935
battery,battery,batterys 0.985
battl,battle,battled 0.999
battl,battle,battler 0.999
battl,battle,battles 0.989
battl,battle,battleship 0.999
battl,battle,battleships 0.999
battl,battle,battling 1.000
battl,battleship,battleships 0.991
battledrom,battledrome,battledromes 0.500
battlefield,battlefield,battlefields 0.977
battlemech,battlemech,battlemechs 0.500
baum,baum,baums 0.944
baumgart,baumgarten,baumgartens 0.667
bav,bavarian,bavarians 0.958
baxt,baxter,baxters 0.905
bay,bay,bays 0.997
bayonet,bayonet,bayoneted 0.950
bayonet,bayonet,bayonets 0.958
bazoch,bazoche,bazoches 0.750
beach,beach,beaches 0.974
beachy,beachy,beachys 0.667
beam,beam,beams 0.996
beam,beamish,beamishs 0.971
bean,bean,beans 0.909
bear,bear,bearing 0.998
bear,bear,bears 0.997
bear,bearing,bearings 0.997
bear,bearing,bears 0.999
beast,beast,beasts 0.982
beasty,beastie,beasties 0.952
beat,beat,beaten 0.999
beat,beat,beating 0.998
beat,beat,beats 0.999
beat,beaten,beating 0.999
beat,beatification,beatified 0.983
beatbox,beatboxers,beatboxing 0.750
beaufort,beaufort,beauforts 0.867
beauty,beauties,beauty 0.997
beauty,beautiful,beauty 0.993
beauty,beautifully,beauty 0.994
beav,beaver,beavers 0.983
beck,beck,becks 0.978
beck,becker,beckers 0.979
becket,beckett,beckettian 0.958
becket,beckett,becketts 0.958
becom,become,becomes 0.988
becom,become,becoming 0.989
becom,becomes,becoming 0.999
bed,bed,bedding 0.998
bed,bed,beds 0.999
bed,bede,bedes 0.963
bedard,bedard,bedards 0.667
bedroom,bedroom,bedrooms 0.913
bee,bee,bees 0.951
beer,beer,beers 0.974
beethov,beethoven,beethovens 0.941
beetl,beetle,beetles 0.769
