a,a,aed 0.008
adher,adherents,adhering 0.844
adher,adheres,adhering 0.833
adhes,adhesion,adhesions 0.733
adhes,adhesion,adhesive 0.667
adhes,adhesion,adhesively 0.667
adhes,adhesions,adhesive 0.667
adhes,adhesions,adhesively 0.667
adhes,adhesive,adhesively 0.667
adi,adi,ady 0.000
adil,adil,adils 0.000
adject,adjective,adjectives 0.000
adjoin,adjoined,adjoining 0.000
adjourn,adjournal,adjourned 0.500
adjourn,adjournal,adjournment 0.500
adjourn,adjourned,adjournment 0.667
adjust,adjust,adjustable 0.843
adjust,adjust,adjusted 0.833
adjust,adjust,adjusting 0.833
adjust,adjust,adjustment 0.848
adjust,adjust,adjustments 0.843
adjust,adjust,adjusts 0.848
adjust,adjustable,adjusted 0.842
adjust,adjustable,adjusting 0.844
adjust,adjustable,adjustment 0.851
adjust,adjustable,adjustments 0.844
adjust,adjustable,adjusts 0.833
adjust,adjusted,adjusting 0.849
adjust,adjusted,adjustment 0.847
adjust,adjusted,adjustments 0.841
adjust,adjusted,adjusts 0.833
adjust,adjusting,adjustment 0.842
adjust,adjusting,adjustments 0.844
adjust,adjusting,adjusts 0.833
adjust,adjustment,adjustments 0.842
adjust,adjustment,adjusts 0.846
adjust,adjustments,adjusts 0.833
adl,adl,adls 0.125
adler,adler,adlers 0.062
admin,admin,admins 0.000
administ,administer,administered 0.688
administ,administer,administering 0.667
administ,administer,administers 0.667
administ,administered,administering 0.667
administ,administered,administers 0.674
administ,administering,administers 0.667
administr,administrate,administrated 0.896
administr,administrate,administration 0.876
administr,administrate,administrations 0.875
administr,administrate,administrative 0.876
administr,administrate,administratively 0.889
administr,administrate,administrator 0.875
administr,administrate,administrators 0.875
administr,administrate,administred 0.875
administr,administrated,administration 0.876
administr,administrated,administrations 0.875
administr,administrated,administrative 0.877
administr,administrated,administratively 0.875
administr,administrated,administrator 0.875
administr,administrated,administrators 0.875
administr,administrated,administred 0.875
administr,administration,administrations 0.876
administr,administration,administrative 0.885
administr,administration,administratively 0.875
administr,administration,administrator 0.879
administr,administration,administrators 0.875
administr,administration,administred 0.875
administr,administrations,administrative 0.875
administr,administrations,administratively 0.875
administr,administrations,administrator 0.877
administr,administrations,administrators 0.875
administr,administrations,administred 0.875
administr,administrative,administratively 0.878
administr,administrative,administrator 0.882
administr,administrative,administrators 0.876
administr,administrative,administred 0.875
administr,administratively,administrator 0.875
administr,administratively,administrators 0.875
administr,administratively,administred 0.875
administr,administrator,administrators 0.879
administr,administrator,administred 0.878
administr,administrators,administred 0.875
admir,admirable,admiral 0.889
admir,admirable,admirals 0.889
admir,admirable,admiration 0.889
admir,admirable,admire 0.889
admir,admirable,admired 0.889
admir,admirable,admirer 0.889
admir,admirable,admirers 0.889
admir,admirable,admires 0.889
admir,admirable,admiring 0.889
admir,admiral,admirals 0.903
admir,admiral,admiration 0.889
admir,admiral,admire 0.889
admir,admiral,admired 0.889
admir,admiral,admirer 0.889
admir,admiral,admirers 0.889
admir,admiral,admires 0.889
admir,admiral,admiring 0.889
admir,admirals,admiration 0.889
admir,admirals,admire 0.889
admir,admirals,admired 0.889
admir,admirals,admirer 0.889
admir,admirals,admirers 0.889
admir,admirals,admires 0.889
admir,admirals,admiring 0.889
admir,admiration,admire 0.896
admir,admiration,admired 0.893
admir,admiration,admirer 0.889
admir,admiration,admirers 0.889
admir,admiration,admires 0.889
admir,admiration,admiring 0.889
admir,admire,admired 0.889
admir,admire,admirer 0.889
admir,admire,admirers 0.889
admir,admire,admires 0.889
admir,admire,admiring 0.889
admir,admired,admirer 0.889
admir,admired,admirers 0.889
admir,admired,admires 0.889
admir,admired,admiring 0.889
admir,admirer,admirers 0.889
admir,admirer,admires 0.907
admir,admirer,admiring 0.889
admir,admirers,admires 0.889
admir,admirers,admiring 0.889
admir,admires,admiring 0.889
admiss,admission,admissions 0.057
admit,admit,admits 0.667
admit,admit,admitted 0.685
admit,admit,admitting 0.691
admit,admits,admitted 0.674
admit,admits,admitting 0.667
admit,admitted,admitting 0.683
admonish,admonish,admonished 0.000
adob,adobe,adobes 0.000
adolesc,adolescence,adolescent 0.542
adolesc,adolescence,adolescents 0.545
adolesc,adolescent,adolescents 0.538
adolph,adolph,adolphe 0.500
adolph,adolph,adolphs 0.500
adolph,adolphe,adolphs 0.500
adopt,adopt,adopted 0.864
adopt,adopt,adopters 0.857
adopt,adopt,adopting 0.861
adopt,adopt,adoption 0.860
adopt,adopt,adoptions 0.857
adopt,adopt,adoptive 0.857
adopt,adopt,adopts 0.857
adopt,adopted,adopters 0.858
adopt,adopted,adopting 0.862
adopt,adopted,adoption 0.864
adopt,adopted,adoptions 0.857
adopt,adopted,adoptive 0.858
adopt,adopted,adopts 0.857
adopt,adopters,adopting 0.857
adopt,adopters,adoption 0.863
adopt,adopters,adoptions 0.857
adopt,adopters,adoptive 0.857
adopt,adopters,adopts 0.857
adopt,adopting,adoption 0.864
adopt,adopting,adoptions 0.857
adopt,adopting,adoptive 0.857
adopt,adopting,adopts 0.857
adopt,adoption,adoptions 0.857
adopt,adoption,adoptive 0.857
adopt,adoption,adopts 0.857
adopt,adoptions,adoptive 0.857
adopt,adoptions,adopts 0.857
adopt,adoptive,adopts 0.857
ador,adorable,adoration 0.800
ador,adorable,adore 0.800
ador,adorable,adored 0.800
ador,adorable,adores 0.900
ador,adorable,adoring 0.800
ador,adoration,adore 0.800
ador,adoration,adored 0.800
ador,adoration,adores 0.800
ador,adoration,adoring 0.822
ador,adore,adored 0.800
ador,adore,adores 0.800
ador,adore,adoring 0.800
ador,adored,adores 0.800
ador,adored,adoring 0.800
ador,adores,adoring 0.800
adorn,adorn,adorned 0.667
adorn,adorn,adornments 0.667
adorn,adorn,adorns 0.667
adorn,adorned,adornments 0.667
adorn,adorned,adorns 0.667
adorn,adornments,adorns 0.667
adri,adri,adrie 0.000
adult,adult,adultism 0.500
adult,adult,adults 0.546
adult,adultism,adults 0.500
adulter,adulteration,adulterers 0.500
adulter,adulteration,adulterous 0.500
adulter,adulterers,adulterous 0.500
adulteri,adulteries,adultery 0.000
advanc,advance,advanced 0.839
advanc,advance,advancement 0.838
advanc,advance,advancements 0.833
advanc,advance,advancer 0.833
advanc,advance,advances 0.837
advanc,advance,advancing 0.844
advanc,advanced,advancement 0.837
advanc,advanced,advancements 0.836
advanc,advanced,advancer 0.833
advanc,advanced,advances 0.838
advanc,advanced,advancing 0.837
advanc,advancement,advancements 0.833
advanc,advancement,advancer 0.833
advanc,advancement,advances 0.837
advanc,advancement,advancing 0.840
advanc,advancements,advancer 0.833
advanc,advancements,advances 0.833
advanc,advancements,advancing 0.833
advanc,advancer,advances 0.833
advanc,advancer,advancing 0.833
advanc,advances,advancing 0.837
advantag,advantage,advantageous 0.667
advantag,advantage,advantageously 0.667
advantag,advantage,advantages 0.677
advantag,advantageous,advantageously 0.667
advantag,advantageous,advantages 0.667
advantag,advantageously,advantages 0.667
adventur,adventure,adventurer 0.756
adventur,adventure,adventurers 0.750
adventur,adventure,adventures 0.776
adventur,adventure,adventurous 0.753
adventur,adventurer,adventurers 0.750
adventur,adventurer,adventures 0.753
adventur,adventurer,adventurous 0.768
adventur,adventurers,adventures 0.753
adventur,adventurers,adventurous 0.750
adventur,adventures,adventurous 0.750
advers,adverse,adversely 0.667
advers,adverse,adversities 0.667
advers,adverse,adversity 0.667
advers,adversely,adversities 0.667
advers,adversely,adversity 0.667
advers,adversities,adversity 0.667
adversari,adversarial,adversaries 0.500
adversari,adversarial,adversary 0.500
adversari,adversaries,adversary 0.500
advert,advert,adverts 0.100
advertis,advertise,advertised 0.871
advertis,advertise,advertisement 0.861
advertis,advertise,advertisements 0.873
advertis,advertise,advertiser 0.857
advertis,advertise,advertisers 0.857
advertis,advertise,advertises 0.857
advertis,advertise,advertising 0.865
advertis,advertised,advertisement 0.863
advertis,advertised,advertisements 0.863
advertis,advertised,advertiser 0.857
advertis,advertised,advertisers 0.866
advertis,advertised,advertises 0.866
advertis,advertised,advertising 0.863
advertis,advertisement,advertisements 0.867
advertis,advertisement,advertiser 0.857
advertis,advertisement,advertisers 0.861
advertis,advertisement,advertises 0.857
advertis,advertisement,advertising 0.888
advertis,advertisements,advertiser 0.857
advertis,advertisements,advertisers 0.867
advertis,advertisements,advertises 0.857
advertis,advertisements,advertising 0.867
advertis,advertiser,advertisers 0.857
advertis,advertiser,advertises 0.857
advertis,advertiser,advertising 0.857
advertis,advertisers,advertises 0.857
advertis,advertisers,advertising 0.864
advertis,advertises,advertising 0.857
advis,advisable,advise 0.833
advis,advisable,advised 0.840
advis,advisable,adviser 0.833
advis,advisable,advisers 0.833
advis,advisable,advises 0.833
advis,advisable,advising 0.833
advis,advise,advised 0.840
advis,advise,adviser 0.839
advis,advise,advisers 0.833
advis,advise,advises 0.833
advis,advise,advising 0.833
advis,advised,adviser 0.841
advis,advised,advisers 0.833
advis,advised,advises 0.840
advis,advised,advising 0.833
advis,adviser,advisers 0.833
advis,adviser,advises 0.843
advis,adviser,advising 0.839
advis,advisers,advises 0.833
advis,advisers,advising 0.833
advis,advises,advising 0.833
advisor,advisor,advisors 0.055
advisori,advisories,advisory 0.000
advoc,advocate,advocated 0.777
advoc,advocate,advocates 0.769
advoc,advocate,advocating 0.763
advoc,advocate,advocation 0.750
advoc,advocated,advocates 0.762
advoc,advocated,advocating 0.773
advoc,advocated,advocation 0.750
advoc,advocates,advocating 0.765
advoc,advocates,advocation 0.761
advoc,advocating,advocation 0.750
adz,adz,adze 0.500
adz,adz,adzeds 0.500
adz,adze,adzeds 0.500
ae,ae,aes 0.000
aemilia,aemilia,aemilias 0.500
aeon,aeon,aeons 0.000
aerat,aerate,aerating 0.875
aerat,aerate,aeration 0.875
aerat,aerate,aerator 0.875
aerat,aerate,aerators 0.875
aerat,aerating,aeration 0.875
aerat,aerating,aerator 0.875
aerat,aerating,aerators 0.875
aerat,aeration,aerator 0.875
aerat,aeration,aerators 0.875
aerat,aerator,aerators 0.875
aerial,aerial,aerials 0.015
aero,aero,aeros 0.000
aerob,aerobic,aerobics 0.000
aerodynam,aerodynamic,aerodynamically 0.571
aerodynam,aerodynamic,aerodynamics 0.571
aerodynam,aerodynamically,aerodynamics 0.750
aeronaut,aeronautical,aeronautics 0.000
aeroplan,aeroplane,aeroplanes 0.091
aerosol,aerosol,aerosoles 0.000
aesthet,aesthetes,aesthetic 0.667
aesthet,aesthetes,aesthetically 0.667
aesthet,aesthetes,aesthetics 0.667
aesthet,aesthetic,aesthetically 0.679
aesthet,aesthetic,aesthetics 0.717
aesthet,aesthetically,aesthetics 0.686
afcea,afcea,afceas 0.500
affair,affair,affairs 0.045
affect,affect,affectation 0.857
affect,affect,affected 0.869
affect,affect,affecting 0.868
affect,affect,affection 0.857
affect,affect,affections 0.857
affect,affect,affective 0.857
affect,affect,affects 0.873
affect,affectation,affected 0.857
affect,affectation,affecting 0.857
affect,affectation,affection 0.864
affect,affectation,affections 0.857
affect,affectation,affective 0.857
affect,affectation,affects 0.857
affect,affected,affecting 0.862
affect,affected,affection 0.859
affect,affected,affections 0.861
affect,affected,affective 0.857
affect,affected,affects 0.867
affect,affecting,affection 0.857
affect,affecting,affections 0.857
affect,affecting,affective 0.857
affect,affecting,affects 0.874
affect,affection,affections 0.863
affect,affection,affective 0.857
affect,affection,affects 0.861
affect,affections,affective 0.857
affect,affections,affects 0.857
affect,affective,affects 0.857
affection,affectionate,affectionately 0.000
affili,affiliate,affiliated 0.762
affili,affiliate,affiliates 0.792
affili,affiliate,affiliation 0.775
affili,affiliate,affiliations 0.774
affili,affiliated,affiliates 0.756
affili,affiliated,affiliation 0.768
affili,affiliated,affiliations 0.759
affili,affiliates,affiliation 0.776
affili,affiliates,affiliations 0.782
affili,affiliation,affiliations 0.762
affin,affine,affinities 0.500
affin,affine,affinity 0.500
affin,affinities,affinity 0.538
affirm,affirm,affirmation 0.800
affirm,affirm,affirmative 0.825
affirm,affirm,affirmed 0.800
affirm,affirm,affirming 0.800
affirm,affirm,affirms 0.800
affirm,affirmation,affirmative 0.800
affirm,affirmation,affirmed 0.800
affirm,affirmation,affirming 0.800
affirm,affirmation,affirms 0.800
affirm,affirmative,affirmed 0.800
affirm,affirmative,affirming 0.800
affirm,affirmative,affirms 0.800
affirm,affirmed,affirming 0.800
affirm,affirmed,affirms 0.800
affirm,affirming,affirms 0.800
affix,affixed,affixing 0.000
affleck,affleck,afflecks 0.000
afflict,affliction,afflictions 0.000
afford,afford,affordable 0.800
afford,afford,affordance 0.800
afford,afford,afforded 0.800
afford,afford,affording 0.800
afford,afford,affords 0.800
afford,affordable,affordance 0.800
afford,affordable,afforded 0.800
afford,affordable,affording 0.800
afford,affordable,affords 0.800
afford,affordance,afforded 0.800
afford,affordance,affording 0.800
afford,affordance,affords 0.800
afford,afforded,affording 0.800
afford,afforded,affords 0.800
afford,affording,affords 0.800
affront,affront,affronted 0.000
afg,afg,afge 0.000
afghan,afghan,afghans 0.100
afi,afi,afis 0.000
aficionado,aficionado,aficionados 0.000
afil,afil,afiler 0.000
afl,afl,afls 0.043
aflatoxin,aflatoxin,aflatoxins 0.000
africa,africa,africas 0.008
african,african,africanism 0.504
african,african,africans 0.511
african,africanism,africans 0.500
after,after,afters 0.001
afterburn,afterburner,afterburning 0.400
afternoon,afternoon,afternoons 0.000
afterward,afterward,afterwards 0.032
afterword,afterword,afterwords 0.000
ag,ag,ags 0.000
again,again,agains 0.000
agamemnon,agamemnon,agamemnons 0.250
agarophyt,agarophyte,agarophytes 0.500
age,age,aged 0.843
age,age,agee 0.834
age,age,ageed 0.834
age,age,ageing 0.834
age,age,ages 0.840
age,age,aging 0.836
age,aged,agee 0.833
age,aged,ageed 0.833
age,aged,ageing 0.835
age,aged,ages 0.841
age,aged,aging 0.838
age,agee,ageed 0.833
age,agee,ageing 0.833
age,agee,ages 0.833
age,agee,aging 0.833
age,ageed,ageing 0.833
age,ageed,ages 0.835
age,ageed,aging 0.833
age,ageing,ages 0.835
age,ageing,aging 0.840
age,ages,aging 0.838
agenc,agence,agencies 0.671
agenc,agence,agency 0.670
agenc,agence,agencys 0.667
agenc,agencies,agency 0.702
agenc,agencies,agencys 0.671
agenc,agency,agencys 0.673
agenda,agenda,agendas 0.087
agent,agent,agents 0.100
ager,ager,agers 0.000
agglomer,agglomeration,agglomerations 0.250
aggrav,aggravate,aggravated 0.500
aggrav,aggravate,aggravating 0.500
aggrav,aggravated,aggravating 0.500
aggreg,aggregate,aggregated 0.800
aggreg,aggregate,aggregates 0.800
aggreg,aggregate,aggregating 0.800
aggreg,aggregate,aggregation 0.800
aggreg,aggregate,aggregator 0.800
aggreg,aggregated,aggregates 0.800
aggreg,aggregated,aggregating 0.800
aggreg,aggregated,aggregation 0.800
aggreg,aggregated,aggregator 0.800
aggreg,aggregates,aggregating 0.800
aggreg,aggregates,aggregation 0.800
aggreg,aggregates,aggregator 0.800
aggreg,aggregating,aggregation 0.800
aggreg,aggregating,aggregator 0.800
aggreg,aggregation,aggregator 0.800
aggress,aggression,aggressive 0.667
aggress,aggression,aggressively 0.667
aggress,aggression,aggressiveness 0.667
aggress,aggressive,aggressively 0.667
aggress,aggressive,aggressiveness 0.667
aggress,aggressively,aggressiveness 0.667
agi,agis,agy 0.000
agil,agil,agile 0.667
agil,agil,agilent 0.667
agil,agil,agility 0.667
agil,agile,agilent 0.667
agil,agile,agility 0.667
agil,agilent,agility 0.667
agit,agitate,agitated 0.750
agit,agitate,agitation 0.750
agit,agitate,agitator 0.750
agit,agitate,agitators 0.750
agit,agitated,agitation 0.786
agit,agitated,agitator 0.750
